seqnames	strand	sum_count	CAGE_ID	prime5.TR	prime3.TR	transcript_id	CAGE.cluster.start	CAGE.cluster.end	CAGE_significance	score	support	TX_ID	TX_nov_ID	Ref.prime3.TR	TES	cmp_ref	class_code	gene	CAGE_cluster_width	cluster_ID	cluster_start	cluster_end	cluster_width	cluster_center	cluster_peak	final_TX_ID
NC_001491.2	+	1	CAGE_cluster_986	135777	136462	65929	135766	135799	**	1078.570326135	4	14075	TX_nov_ID_1023	136464	91	ORF75	5`-short	ORF75	34	cluster_2	135775	135785	11	135779	135785	236
NC_001491.2	+	1	CAGE_cluster_987	135920	136472	283788	135914	135939	***	1903.517274338	7	13108	TX_nov_ID_1021	136464	91	ORF75	5`-short	ORF75	26	cluster_1	135916	135920	5	135918	135916	237
NC_001491.2	+	1	CAGE_cluster_99	15080	20387	537005	15077	15115	***	55963.691315395	9	1629	TX_nov_ID_132	20385	16	ORF13-ORF14-PC-Long	Splice-variant	ORF13	39	cluster_1	15080	15089	10	15084	15083	238
NC_001491.2	+	1	CAGE_cluster_99	15115	20385	428400	15077	15115	***	55963.691315395	9	11161	TX_nov_ID_132	20385	16	ORF13-ORF14-PC-Long	5`-short	ORF13	39	cluster_3	15110	15115	6	15113	15113	239
NC_001491.2	+	1	CAGE_cluster_994	136584	138866	445315	136580	136605	***	21361.463019243	9	11250	TX_nov_ID_1040	138877	95	ORF76-ORF67.1-PC-Canonic	3`-short	ORF76	26	cluster_1	136583	136586	4	136584	136583	240
NC_001491.2	+	1	CAGE_cluster_994	136605	138877	527198	136580	136605	***	21361.463019243	9	5892	TX_nov_ID_1040	138877	95	ORF76-ORF67-PC-Short	Splice-variant	ORF76	26	cluster_2	136601	136605	5	136603	136601	241
NC_001491.2	+	2	CAGE_cluster_101	15193	20387	85075	15187	15263	***	49270.838652001	9	1039	TX_nov_ID_137	20385	16	ORF13-ORF14-PC-Canonic	5`-long	ORF13	77	cluster_1	15190	15201	12	15195	15195	4
NC_001491.2	+	2	CAGE_cluster_101	15194	16356	115989	15187	15263	***	49270.838652001	9	445	TX_nov_ID_120	16341	15	as9	x	ORF9	77	cluster_1	15190	15201	12	15195	15195	242
NC_001491.2	+	2	CAGE_cluster_101	15201	20387	228775	15187	15263	***	49270.838652001	9	1039	TX_nov_ID_137	20385	16	ORF13-ORF14-PC-Canonic	5`-long	ORF13	77	cluster_1	15190	15201	12	15195	15195	4
NC_001491.2	+	2	CAGE_cluster_1015	138481	138873	303049	138479	138485	***	8753.131636745	7	2397	TX_nov_ID_1036	138877	95	ORF67.1	5`-short	ORF67	7	cluster_1	138479	138485	7	138482	138482	243
NC_001491.2	+	2	CAGE_cluster_132	17521	20387	34687	17500	17527	***	853.930812869	3	353	TX_nov_ID_155	20385	16	ORF14-L6	5`-short	ORF14	28	cluster_2	17511	17521	11	17516	17518	244
NC_001491.2	+	2	CAGE_cluster_138	17965	20387	143341	17951	18020	***	63752.914516575	9	322	TX_nov_ID_140	20385	16	ORF14	5`-long	ORF14	70	cluster_1	17951	17974	24	17963	17967	20
NC_001491.2	+	2	CAGE_cluster_138	18015	20387	241988	17951	18020	***	63752.914516575	9	322	TX_nov_ID_140	20385	16	ORF14	5`-short	ORF14	70	cluster_4	18011	18020	10	18015	18016	23
NC_001491.2	+	2	CAGE_cluster_141	18145	20387	40792	18128	18154	**	1741.107978909	4	302	TX_nov_ID_153	20385	16	ORF14	5`-short	ORF14	27	cluster_1	18128	18154	27	18142	18151	24
NC_001491.2	+	2	CAGE_cluster_147	18490	20387	293921	18485	18515	**	1156.840041188	4	61	TX_nov_ID_162	20385	16	ORF14	5`-short	ORF14	31	cluster_1	18487	18515	29	18501	18487	25
NC_001491.2	+	2	CAGE_cluster_147	18508	20387	242496	18485	18515	**	1156.840041188	4	61	TX_nov_ID_162	20385	16	ORF14	5`-short	ORF14	31	cluster_1	18487	18515	29	18501	18487	25
NC_001491.2	+	2	CAGE_cluster_147	18513	20387	94593	18485	18515	**	1156.840041188	4	61	TX_nov_ID_162	20385	16	ORF14	5`-short	ORF14	31	cluster_1	18487	18515	29	18501	18487	25
NC_001491.2	+	2	CAGE_cluster_160	19333	20386	341176	19322	19347	**	1734.34633006	5	15266	TX_nov_ID_147	20385	16	ORF14.5	5`-long	ORF14	26	cluster_1	19322	19347	26	19333	19331	29
NC_001491.2	+	2	CAGE_cluster_17	2652	3632	227539	2650	2702	***	46784.823665342	9	186	TX_nov_ID_8	3632	1	ORF3	5`-long	ORF3	53	cluster_1	2650	2658	9	2654	2650	37
NC_001491.2	+	2	CAGE_cluster_194	26559	27784	193090	26550	26594	**	2342.723223295	5	219	TX_nov_ID_201	27784	21	ORF19	5`-short	ORF19	45	cluster_1	26550	26592	43	26571	26566	40
NC_001491.2	+	2	CAGE_cluster_195	26719	27781	468198	26715	26733	*	722.621305429	2	14163	TX_nov_ID_207	27784	21	ORF19	5`-short	ORF19	19	cluster_1	26715	26721	7	26718	26715	41
NC_001491.2	+	2	CAGE_cluster_195	26727	27777	86329	26715	26733	*	722.621305429	2	5604	TX_nov_ID_207	27784	21	ORF19	5`-short	ORF19	19	cluster_2	26727	26732	6	26729	26729	245
NC_001491.2	+	2	CAGE_cluster_2	947	1926	228034	940	952	**	2725.24101483	5	698	TX_nov_ID_3	1923	2	ORF1	5`-long	ORF1	13	cluster_1	940	952	13	947	948	44
NC_001491.2	+	2	CAGE_cluster_21	3055	3634	173088	3040	3063	**	1304.354588422	4	193	TX_nov_ID_13	3632	1	ORF3	5`-short	ORF3	24	cluster_2	3054	3055	2	3054	3055	46
NC_001491.2	+	2	CAGE_cluster_221	34579	36380	94069	34579	34596	*	466.852265231	2	6709	TX_nov_ID_239	36380	27	as18-canonic	x	ORF18	18	cluster_1	34579	34594	16	34587	34581	49
NC_001491.2	+	2	CAGE_cluster_221	34594	36380	344782	34579	34596	*	466.852265231	2	6709	TX_nov_ID_239	36380	27	as18-canonic	x	ORF18	18	cluster_1	34579	34594	16	34587	34581	49
NC_001491.2	+	2	CAGE_cluster_225	34925	36380	206873	34908	34930	*	735.958831431	2	982	TX_nov_ID_223	36380	27	as18-canonic	x	ORF18	23	cluster_2	34921	34930	10	34925	34924	50
NC_001491.2	+	2	CAGE_cluster_353	51149	51694	105962	51136	51162	***	2080.66597457	6	1367	TX_nov_ID_299	51693	36	ORF29	5`-short	ORF29	27	cluster_1	51136	51161	26	51149	51148	63
NC_001491.2	+	2	CAGE_cluster_353	51150	51691	351482	51136	51162	***	2080.66597457	6	6936	TX_nov_ID_299	51693	36	ORF29	5`-short	ORF29	27	cluster_1	51136	51161	26	51149	51148	63
NC_001491.2	+	2	CAGE_cluster_353	51159	51690	93400	51136	51162	***	2080.66597457	6	1092	TX_nov_ID_299	51693	36	ORF30.5	x	ORF30	27	cluster_1	51136	51161	26	51149	51148	63
NC_001491.2	+	2	CAGE_cluster_356	51294	51694	210252	51283	51300	*	395.491398062	2	12943	TX_nov_ID_312	51693	36	ORF30.5	x	ORF30	18	cluster_2	51291	51300	10	51295	51298	246
NC_001491.2	+	2	CAGE_cluster_373	55252	59180	240871	55249	55257	***	4585.831573796	7	1188	TX_nov_ID_334	59182	35	ORF31	5`-long	ORF31	9	cluster_1	55249	55257	9	55253	55255	66
NC_001491.2	+	2	CAGE_cluster_373	55253	59180	191631	55249	55257	***	4585.831573796	7	1188	TX_nov_ID_334	59182	35	ORF31	5`-long	ORF31	9	cluster_1	55249	55257	9	55253	55255	66
NC_001491.2	+	2	CAGE_cluster_374	55338	59181	199265	55308	55358	***	296182.372347441	9	5905	TX_nov_ID_318	59182	35	ORF31	5`-short	ORF31	51	cluster_2	55338	55352	15	55345	55342	68
NC_001491.2	+	2	CAGE_cluster_374	55352	59182	376970	55308	55358	***	296182.372347441	9	1301	TX_nov_ID_318	59182	35	ORF31	5`-short	ORF31	51	cluster_2	55338	55352	15	55345	55342	68
NC_001491.2	+	2	CAGE_cluster_377	55533	59182	251840	55530	55541	**	988.027940531	4	3744	TX_nov_ID_324	59182	35	ORF31	5`-short	ORF31	12	cluster_1	55530	55541	12	55534	55530	70
NC_001491.2	+	2	CAGE_cluster_385	56317	59182	286989	56315	56367	**	1608.623685272	4	2648	TX_nov_ID_333	59182	35	ORF31	5`-short	ORF31	53	cluster_1	56315	56319	5	56317	56316	247
NC_001491.2	+	2	CAGE_cluster_385	56319	59182	303767	56315	56367	**	1608.623685272	4	2648	TX_nov_ID_333	59182	35	ORF31	5`-short	ORF31	53	cluster_1	56315	56319	5	56317	56316	247
NC_001491.2	+	2	CAGE_cluster_385	56336	59182	405350	56315	56367	**	1608.623685272	4	2648	TX_nov_ID_333	59182	35	ORF31	5`-short	ORF31	53	cluster_2	56326	56342	17	56335	56326	73
NC_001491.2	+	2	CAGE_cluster_385	56349	59180	405552	56315	56367	**	1608.623685272	4	3166	TX_nov_ID_333	59182	35	ORF31	5`-short	ORF31	53	cluster_3	56348	56349	2	56348	56349	74
NC_001491.2	+	2	CAGE_cluster_391	56741	59182	202421	56741	56767	**	915.38345568	4	1543	TX_nov_ID_331	59182	35	ORF31	5`-short	ORF31	27	cluster_1	56741	56741	1	56741	56741	248
NC_001491.2	+	2	CAGE_cluster_391	56761	59182	62280	56741	56767	**	915.38345568	4	1543	TX_nov_ID_331	59182	35	ORF31	5`-short	ORF31	27	cluster_2	56750	56767	18	56758	56757	76
NC_001491.2	+	2	CAGE_cluster_405	58020	59180	208426	58019	58031	**	734.095873604	4	8890	TX_nov_ID_332	59182	35	as32-Canonic	x	ORF32	13	cluster_1	58019	58029	11	58024	58023	78
NC_001491.2	+	2	CAGE_cluster_410	58472	59182	123451	58466	58492	**	1660.615559491	5	388	TX_nov_ID_320	59182	35	as32-Canonic	x	ORF32	27	cluster_1	58466	58492	27	58478	58487	79
NC_001491.2	+	2	CAGE_cluster_410	58486	59182	348242	58466	58492	**	1660.615559491	5	388	TX_nov_ID_320	59182	35	as32-Canonic	x	ORF32	27	cluster_1	58466	58492	27	58478	58487	79
NC_001491.2	+	2	CAGE_cluster_443	62851	64402	280731	62843	62859	***	2984.696076554	6	8611	TX_nov_ID_363	64402	43	ORF33	5`-short	ORF33	17	cluster_1	62843	62859	17	62852	62857	249
NC_001491.2	+	2	CAGE_cluster_450	63523	65093	354020	63520	63538	**	372.407137661	3	3804	TX_nov_ID_413	65093	42	as34	x	ORF34	19	cluster_1	63520	63536	17	63528	63531	250
NC_001491.2	+	2	CAGE_cluster_450	63529	65093	27167	63520	63538	**	372.407137661	3	3804	TX_nov_ID_413	65093	42	as34	x	ORF34	19	cluster_1	63520	63536	17	63528	63531	250
NC_001491.2	+	2	CAGE_cluster_492	69607	71038	242945	69602	69631	***	1846.468861858	6	2349	TX_nov_ID_445	71034	48	ORF38	5`-long	ORF38	30	cluster_1	69602	69612	11	69607	69606	90
NC_001491.2	+	2	CAGE_cluster_495	69811	71038	262062	69778	69815	***	47409.336119868	9	1207	TX_nov_ID_442	71034	48	ORF38	5`-short	ORF38	38	cluster_2	69796	69815	20	69806	69807	94
NC_001491.2	+	2	CAGE_cluster_53	10465	11073	254964	10444	10480	***	1095.281520251	3	394	TX_nov_ID_47	11072	5	ORF8	5`-short	ORF8	37	cluster_2	10451	10467	17	10458	10458	251
NC_001491.2	+	2	CAGE_cluster_548	77653	81898	162558	77588	77665	***	157052.196791096	9	1042	TX_nov_ID_547	81894	59	ORF42	5`-short	ORF42	78	cluster_3	77632	77657	26	77646	77645	104
NC_001491.2	+	2	CAGE_cluster_548	77663	81894	279295	77588	77665	***	157052.196791096	9	269	TX_nov_ID_547	81894	59	ORF42	5`-short	ORF42	78	cluster_4	77663	77665	3	77664	77665	252
NC_001491.2	+	2	CAGE_cluster_552	78147	81890	319621	78129	78149	**	756.423967548	3	28768	TX_nov_ID_497	81892	56	ORF42	5`-short	ORF42	21	cluster_2	78144	78149	6	78147	78149	253
NC_001491.2	+	2	CAGE_cluster_559	78480	81894	249196	78442	78480	*	513.236286895	2	3996	TX_nov_ID_585	81894	59	ORF42	5`-short	ORF42	39	cluster_3	78477	78480	4	78478	78480	254
NC_001491.2	+	2	CAGE_cluster_560	78517	81893	259537	78510	78537	**	1411.249212855	5	3816	TX_nov_ID_516	81892	56	ORF42	5`-short	ORF42	28	cluster_1	78510	78517	8	78513	78517	114
NC_001491.2	+	2	CAGE_cluster_566	78790	81894	66791	78777	78817	***	4110.76631565	8	2891	TX_nov_ID_582	81894	59	ORF42	5`-short	ORF42	41	cluster_1	78778	78795	18	78785	78779	255
NC_001491.2	+	2	CAGE_cluster_567	78906	81894	201461	78900	78969	**	1928.975080859	5	1413	TX_nov_ID_570	81894	59	ORF42	5`-short	ORF42	70	cluster_1	78902	78906	5	78904	78906	256
NC_001491.2	+	2	CAGE_cluster_567	78933	81894	67883	78900	78969	**	1928.975080859	5	1413	TX_nov_ID_570	81894	59	ORF42	5`-short	ORF42	70	cluster_3	78932	78944	13	78938	78932	257
NC_001491.2	+	2	CAGE_cluster_567	78954	81894	406132	78900	78969	**	1928.975080859	5	1413	TX_nov_ID_570	81894	59	ORF42	5`-short	ORF42	70	cluster_4	78950	78963	14	78957	78960	258
NC_001491.2	+	2	CAGE_cluster_568	79060	81894	353836	79055	79106	**	788.998623818	4	169	TX_nov_ID_544	81894	59	ORF43-L2	c	ORF43	52	cluster_1	79055	79105	51	79081	79076	131
NC_001491.2	+	2	CAGE_cluster_568	79071	81894	295574	79055	79106	**	788.998623818	4	169	TX_nov_ID_544	81894	59	ORF43-L2	c	ORF43	52	cluster_1	79055	79105	51	79081	79076	131
NC_001491.2	+	2	CAGE_cluster_568	79080	81894	187403	79055	79106	**	788.998623818	4	169	TX_nov_ID_544	81894	59	ORF43-L2	c	ORF43	52	cluster_1	79055	79105	51	79081	79076	131
NC_001491.2	+	2	CAGE_cluster_568	79096	81892	201201	79055	79106	**	788.998623818	4	2908	TX_nov_ID_513	81892	56	ORF43-L2	c	ORF43	52	cluster_1	79055	79105	51	79081	79076	132
NC_001491.2	+	2	CAGE_cluster_568	79099	81894	71163	79055	79106	**	788.998623818	4	169	TX_nov_ID_544	81894	59	ORF43-L2	c	ORF43	52	cluster_1	79055	79105	51	79081	79076	131
NC_001491.2	+	2	CAGE_cluster_569	79159	81894	330033	79129	79164	***	2180.507617109	7	555	TX_nov_ID_554	81894	59	ORF43-L2	3`-short	ORF43	36	cluster_2	79139	79164	26	79153	79164	135
NC_001491.2	+	2	CAGE_cluster_580	79606	81894	185698	79605	79686	***	1503.278027009	6	538	TX_nov_ID_553	81894	59	ORF43-L3	c	ORF43	82	cluster_1	79605	79620	16	79611	79609	259
NC_001491.2	+	2	CAGE_cluster_580	79613	81894	120119	79605	79686	***	1503.278027009	6	538	TX_nov_ID_553	81894	59	ORF43-L3	c	ORF43	82	cluster_1	79605	79620	16	79611	79609	259
NC_001491.2	+	2	CAGE_cluster_580	79638	81894	409112	79605	79686	***	1503.278027009	6	538	TX_nov_ID_553	81894	59	ORF43-L3	c	ORF43	82	cluster_2	79626	79660	35	79643	79636	139
NC_001491.2	+	2	CAGE_cluster_580	79640	81894	179066	79605	79686	***	1503.278027009	6	538	TX_nov_ID_553	81894	59	ORF43-L3	c	ORF43	82	cluster_2	79626	79660	35	79643	79636	139
NC_001491.2	+	2	CAGE_cluster_580	79643	81894	384016	79605	79686	***	1503.278027009	6	538	TX_nov_ID_553	81894	59	ORF43-L3	c	ORF43	82	cluster_2	79626	79660	35	79643	79636	139
NC_001491.2	+	2	CAGE_cluster_580	79681	83091	1356	79605	79686	***	1503.278027009	6	9367	TX_nov_ID_606	83096	58	ORF43-L3	5`-short	ORF43	82	cluster_3	79666	79682	17	79673	79670	141
NC_001491.2	+	2	CAGE_cluster_581	79739	81894	13424	79723	79748	***	4838.967775986	8	719	TX_nov_ID_558	81894	59	ORF43-L3	c	ORF43	26	cluster_1	79724	79748	25	79737	79748	144
NC_001491.2	+	2	CAGE_cluster_582	79811	81894	72492	79806	79818	**	755.195961699	3	2525	TX_nov_ID_580	81894	59	ORF43-L4	c	ORF43	13	cluster_1	79807	79818	12	79812	79808	260
NC_001491.2	+	2	CAGE_cluster_584	79932	81894	266420	79917	79998	***	3838.637537626	6	273	TX_nov_ID_548	81894	59	ORF43-L4	c	ORF43	82	cluster_1	79918	79962	45	79942	79957	146
NC_001491.2	+	2	CAGE_cluster_584	79950	81894	383517	79917	79998	***	3838.637537626	6	273	TX_nov_ID_548	81894	59	ORF43-L4	3`-short	ORF43	82	cluster_1	79918	79962	45	79942	79957	146
NC_001491.2	+	2	CAGE_cluster_584	79965	81894	137479	79917	79998	***	3838.637537626	6	273	TX_nov_ID_548	81894	59	ORF43-L4	c	ORF43	82	cluster_2	79964	79995	32	79978	79972	147
NC_001491.2	+	2	CAGE_cluster_584	79970	81894	12867	79917	79998	***	3838.637537626	6	273	TX_nov_ID_548	81894	59	ORF43-L4	c	ORF43	82	cluster_2	79964	79995	32	79978	79972	147
NC_001491.2	+	2	CAGE_cluster_588	80330	83096	67712	80327	80364	**	1025.530533748	4	1343	TX_nov_ID_611	83096	58	ORF43-L5	5`-short	ORF43	38	cluster_1	80327	80361	35	80343	80354	151
NC_001491.2	+	2	CAGE_cluster_588	80332	81894	451459	80327	80364	**	1025.530533748	4	839	TX_nov_ID_559	81894	59	ORF43-L5	c	ORF43	38	cluster_1	80327	80361	35	80343	80354	153
NC_001491.2	+	2	CAGE_cluster_595	80626	81892	338827	80615	80645	***	1271.226576563	3	3075	TX_nov_ID_488	81892	56	ORF43-L6	c	ORF43	31	cluster_1	80615	80645	31	80629	80615	261
NC_001491.2	+	2	CAGE_cluster_601	81015	81888	420558	80994	81016	**	1651.342287112	5	31010	TX_nov_ID_508	81892	56	ORF43-L7	3`-short	ORF43	23	cluster_1	80994	81016	23	81006	81011	262
NC_001491.2	+	2	CAGE_cluster_615	82052	83091	353652	82049	82060	***	2036.557876922	6	6541	TX_nov_ID_616	83096	58	ORF43	5`-short	ORF43	12	cluster_1	82049	82060	12	82054	82060	263
NC_001491.2	+	2	CAGE_cluster_616	82096	83093	197419	82092	82101	*	302.909228319	2	3126	TX_nov_ID_624	83096	58	ORF43	5`-short	ORF43	10	cluster_1	82092	82101	10	82096	82101	264
NC_001491.2	+	2	CAGE_cluster_650	86918	87824	209971	86903	86937	*	552.440729332	2	989	TX_nov_ID_672	87824	60	ORF46	5`-short	ORF46	35	cluster_1	86904	86930	27	86917	86904	163
NC_001491.2	+	2	CAGE_cluster_650	86923	87824	151924	86903	86937	*	552.440729332	2	989	TX_nov_ID_672	87824	60	ORF46	5`-short	ORF46	35	cluster_1	86904	86930	27	86917	86904	163
NC_001491.2	+	2	CAGE_cluster_650	86930	87824	357119	86903	86937	*	552.440729332	2	989	TX_nov_ID_672	87824	60	ORF46	5`-short	ORF46	35	cluster_1	86904	86930	27	86917	86904	163
NC_001491.2	+	2	CAGE_cluster_685	90673	93028	286510	90621	90748	***	97815.579059717	9	1244	TX_nov_ID_690	93028	64	ORF50-ORF51-PC-Long-2	5`-long	ORF50	128	cluster_2	90662	90674	13	90668	90663	169
NC_001491.2	+	2	CAGE_cluster_685	90674	93028	108941	90621	90748	***	97815.579059717	9	1244	TX_nov_ID_690	93028	64	ORF50-ORF51-PC-Long-2	5`-long	ORF50	128	cluster_2	90662	90674	13	90668	90663	169
NC_001491.2	+	2	CAGE_cluster_685	90697	93028	244165	90621	90748	***	97815.579059717	9	1244	TX_nov_ID_690	93028	64	ORF50-ORF51-PC-Long-2	5`-short	ORF50	128	cluster_4	90697	90709	13	90703	90707	172
NC_001491.2	+	2	CAGE_cluster_685	90733	93028	93246	90621	90748	***	97815.579059717	9	1244	TX_nov_ID_690	93028	64	ORF50-ORF51-Canonic	5`-short	ORF50	128	cluster_6	90733	90748	16	90739	90734	265
NC_001491.2	+	2	CAGE_cluster_685	90743	93028	243796	90621	90748	***	97815.579059717	9	1244	TX_nov_ID_690	93028	64	ORF50-ORF51-Canonic	5`-short	ORF50	128	cluster_6	90733	90748	16	90739	90734	265
NC_001491.2	+	2	CAGE_cluster_686	90780	93028	424518	90774	90805	***	2603.704607696	6	1785	TX_nov_ID_705	93028	64	ORF50-ORF51-Canonic	5`-short	ORF50	32	cluster_2	90780	90805	26	90792	90784	175
NC_001491.2	+	2	CAGE_cluster_686	90785	93028	363451	90774	90805	***	2603.704607696	6	1785	TX_nov_ID_705	93028	64	ORF50-ORF51-Canonic	5`-short	ORF50	32	cluster_2	90780	90805	26	90792	90784	175
NC_001491.2	+	2	CAGE_cluster_686	90801	93028	393054	90774	90805	***	2603.704607696	6	1785	TX_nov_ID_705	93028	64	ORF50-ORF51-Canonic	5`-short	ORF50	32	cluster_2	90780	90805	26	90792	90784	175
NC_001491.2	+	2	CAGE_cluster_686	90805	93028	180674	90774	90805	***	2603.704607696	6	1785	TX_nov_ID_705	93028	64	ORF50-ORF51-Canonic	5`-short	ORF50	32	cluster_2	90780	90805	26	90792	90784	175
NC_001491.2	+	2	CAGE_cluster_688	90978	93028	197668	90944	90988	**	1192.429410285	5	9431	TX_nov_ID_700	93028	64	ORF50-ORF51-Canonic	5`-short	ORF50	45	cluster_3	90977	90981	5	90979	90977	266
NC_001491.2	+	2	CAGE_cluster_688	90981	93028	31958	90944	90988	**	1192.429410285	5	9431	TX_nov_ID_700	93028	64	ORF50-ORF51-Canonic	5`-short	ORF50	45	cluster_3	90977	90981	5	90979	90977	266
NC_001491.2	+	2	CAGE_cluster_692	91182	93034	157438	91182	91206	**	1738.078841794	5	2640	TX_nov_ID_692	93028	64	ORF50-ORF51-Canonic	5`-short	ORF50	25	cluster_1	91182	91187	6	91184	91184	178
NC_001491.2	+	2	CAGE_cluster_702	92164	93026	332268	92152	92164	*	353.170007393	2	8213	TX_nov_ID_704	93028	64	ORF51	5`-long	ORF51	13	cluster_1	92152	92164	13	92158	92157	181
NC_001491.2	+	2	CAGE_cluster_737	96751	99345	134066	96738	96757	*	302.909228319	2	611	TX_nov_ID_784	99345	68	ORF54-S	5`-long	ORF54	20	cluster_2	96751	96756	6	96754	96753	186
NC_001491.2	+	2	CAGE_cluster_739	96834	99345	437026	96828	96845	***	2004.618172631	6	520	TX_nov_ID_783	99345	68	ORF54-S	5`-long	ORF54	18	cluster_1	96828	96845	18	96837	96842	267
NC_001491.2	+	2	CAGE_cluster_739	96844	99345	14762	96828	96845	***	2004.618172631	6	520	TX_nov_ID_783	99345	68	ORF54-S	5`-long	ORF54	18	cluster_1	96828	96845	18	96837	96842	267
NC_001491.2	+	2	CAGE_cluster_764	100039	105834	139779	100028	100044	**	612.474227361	3	12287	TX_nov_ID_863	105836	72	ORF56-ORF57-ORF58-CX-Short-2	5`-long	ORF57	17	cluster_1	100028	100044	17	100037	100044	187
NC_001491.2	+	2	CAGE_cluster_771	102324	105147	212837	102316	102339	***	810.219926392	3	29536	TX_nov_ID_812	105147	71	ORF57	5`-short	ORF57	24	cluster_1	102316	102339	24	102327	102316	189
NC_001491.2	+	2	CAGE_cluster_795	105384	105825	279760	105361	105392	*	1356.013603577	2	11814	TX_nov_ID_825	105827	70	ORF58.5	~	ORF58	32	cluster_1	105361	105392	32	105376	105374	268
NC_001491.2	+	2	CAGE_cluster_849	120999	122451	224584	120998	121035	***	201992.674786318	9	35	TX_nov_ID_907	122451	78	TR566	Splice-variant	ORF65	38	cluster_1	120999	121032	34	121012	121002	200
NC_001491.2	+	2	CAGE_cluster_858	121773	122451	2014	121767	121848	***	6916.887839442	8	23	TX_nov_ID_910	122451	78	nct65-Long	5`-long	ORF65	82	cluster_1	121768	121777	10	121773	121769	269
NC_001491.2	+	2	CAGE_cluster_860	121930	122451	406082	121909	122130	***	12115.533886499	8	98	TX_nov_ID_908	122451	78	nct65-Canonic	5`-long	ORF65	222	cluster_1	121909	121954	46	121934	121953	204
NC_001491.2	+	2	CAGE_cluster_860	121964	122451	289035	121909	122130	***	12115.533886499	8	98	TX_nov_ID_908	122451	78	nct65-Canonic	5`-long	ORF65	222	cluster_2	121956	121994	39	121974	121973	205
NC_001491.2	+	2	CAGE_cluster_860	121969	122451	11218	121909	122130	***	12115.533886499	8	98	TX_nov_ID_908	122451	78	nct65-Canonic	5`-long	ORF65	222	cluster_2	121956	121994	39	121974	121973	205
NC_001491.2	+	2	CAGE_cluster_860	121981	122451	210971	121909	122130	***	12115.533886499	8	98	TX_nov_ID_908	122451	78	nct65-Canonic	5`-long	ORF65	222	cluster_2	121956	121994	39	121974	121973	205
NC_001491.2	+	2	CAGE_cluster_860	121995	122451	335798	121909	122130	***	12115.533886499	8	98	TX_nov_ID_908	122451	78	nct65-Canonic	5`-long	ORF65	222	cluster_3	121995	122020	26	122007	122010	270
NC_001491.2	+	2	CAGE_cluster_860	122065	122439	441464	121909	122130	***	12115.533886499	8	17077	TX_nov_ID_908	122451	78	nct65-Canonic	3`-short	ORF65	222	cluster_5	122065	122065	1	122065	122065	271
NC_001491.2	+	2	CAGE_cluster_862	122288	122451	335566	122244	122310	***	12391.898973137	9	246	TX_nov_ID_913	122451	78	nct65-Short	5`-short	ORF65	67	cluster_4	122280	122291	12	122286	122289	211
NC_001491.2	+	2	CAGE_cluster_9	1630	1921	85263	1594	1637	**	526.547828341	3	23263	TX_nov_ID_4	1923	2	ORF1	5`-short	ORF1	44	cluster_3	1629	1636	8	1633	1629	272
NC_001491.2	+	2	CAGE_cluster_9	1634	1926	78943	1594	1637	**	526.547828341	3	114	TX_nov_ID_4	1923	2	ORF1	5`-short	ORF1	44	cluster_3	1629	1636	8	1633	1629	272
NC_001491.2	+	2	CAGE_cluster_927	130029	131596	416086	130018	130044	***	6989.263544277	7	1734	TX_nov_ID_973	131598	85	ORF71	5`-short	ORF71	27	cluster_1	130018	130044	27	130029	130020	217
NC_001491.2	+	2	CAGE_cluster_927	130030	131596	78521	130018	130044	***	6989.263544277	7	1734	TX_nov_ID_973	131598	85	ORF71	5`-short	ORF71	27	cluster_1	130018	130044	27	130029	130020	217
NC_001491.2	+	2	CAGE_cluster_927	130034	131601	157690	130018	130044	***	6989.263544277	7	235	TX_nov_ID_982	131601	87	ORF71	5`-short	ORF71	27	cluster_1	130018	130044	27	130029	130020	273
NC_001491.2	+	2	CAGE_cluster_927	130035	134250	298460	130018	130044	***	6989.263544277	7	3818	TX_nov_ID_1014	134249	89	ORF72-ORF73-PC-Long-2	5`-short	ORF72	27	cluster_1	130018	130044	27	130029	130020	218
NC_001491.2	+	2	CAGE_cluster_927	130036	131596	166330	130018	130044	***	6989.263544277	7	1734	TX_nov_ID_973	131598	85	ORF71	5`-short	ORF71	27	cluster_1	130018	130044	27	130029	130020	217
NC_001491.2	+	2	CAGE_cluster_929	130284	131598	84894	130267	130284	**	916.772951488	4	9597	TX_nov_ID_975	131598	85	ORF71.5	5`-long	ORF71	18	cluster_1	130268	130284	17	130276	130283	219
NC_001491.2	+	2	CAGE_cluster_950	132807	134250	27531	132797	132814	*	558.678268517	2	491	TX_nov_ID_999	134249	89	ORF73	5`-long	ORF73	18	cluster_1	132797	132814	18	132807	132808	274
NC_001491.2	+	2	CAGE_cluster_977	134996	136470	62845	134991	135022	**	1468.191747208	5	521	TX_nov_ID_1017	136464	91	ORF75	5`-long	ORF75	32	cluster_1	134995	135000	6	134998	134995	230
NC_001491.2	+	2	CAGE_cluster_977	134999	136470	232812	134991	135022	**	1468.191747208	5	521	TX_nov_ID_1017	136464	91	ORF75	5`-long	ORF75	32	cluster_1	134995	135000	6	134998	134995	230
NC_001491.2	+	2	CAGE_cluster_985	135667	136470	337098	135655	135685	***	6537.26911513	7	346	TX_nov_ID_1022	136464	91	ORF75	5`-short	ORF75	31	cluster_1	135656	135685	30	135671	135684	235
