seqnames	start	end	strand	TR_ID	exon_combination	prime3	prime5	exon_rank	exon_ID	TR_start	TR_end
NC_001491.2	1252	1399	+	2213	1252-1399::+	1399	1252	1	2213	1252	1399
NC_001491.2	4935	5082	-	2214	4935-5082::-	4935	5082	1	2214	4935	5082
NC_001491.2	89152	89298	+	2215	89152-89298::+	89298	89152	1	2215	89152	89298
NC_001491.2	50541	50687	+	2216	50541-50687::+	50687	50541	1	2216	50541	50687
NC_001491.2	2773	2921	+	2217	2773-2921::+	2921	2773	1	2217	2773	2921
NC_001491.2	81902	82050	+	2218	81902-82050::+	82050	81902	1	2218	81902	82050
NC_001491.2	80626	80773	+	2219	80626-80773::+	80773	80626	1	2219	80626	80773
NC_001491.2	88298	88442	+	2220	88298-88442::+	88442	88298	1	2220	88298	88442
NC_001491.2	106053	106200	-	2221	106053-106200::-	106053	106200	1	2221	106053	106200
NC_001491.2	135613	135759	+	2222	135613-135759::+	135759	135613	1	2222	135613	135759
NC_001491.2	76771	76917	-	2223	76771-76917::-	76771	76917	1	2223	76771	76917
NC_001491.2	106078	106227	-	2224	106078-106227::-	106078	106227	1	2224	106078	106227
NC_001491.2	86918	87068	+	2225	86918-87068::+	87068	86918	1	2225	86918	87068
NC_001491.2	2393	2540	-	2226	2393-2540::-	2393	2540	1	2226	2393	2540
NC_001491.2	125387	125522	-	2227	125387-125522::-, 125563-125574::-	125387	125522	1	2227	125387	125574
NC_001491.2	125563	125574	-	2227	125387-125522::-, 125563-125574::-	125563	125574	2	2228	125387	125574
NC_001491.2	12989	13136	+	2228	12989-13136::+	13136	12989	1	2229	12989	13136
NC_001491.2	25224	25372	-	2229	25224-25372::-	25224	25372	1	2230	25224	25372
NC_001491.2	104928	105074	-	2230	104928-105074::-	104928	105074	1	2231	104928	105074
NC_001491.2	89187	89333	+	2231	89187-89333::+	89333	89187	1	2232	89187	89333
NC_001491.2	4078	4224	-	2232	4078-4224::-	4078	4224	1	2233	4078	4224
NC_001491.2	86137	86283	-	2233	86137-86283::-	86137	86283	1	2234	86137	86283
NC_001491.2	121620	121767	+	2234	121620-121767::+	121767	121620	1	2235	121620	121767
NC_001491.2	78900	79049	+	2235	78900-79049::+	79049	78900	1	2236	78900	79049
NC_001491.2	79213	79336	+	2236	79213-79336::+	79336	79213	1	2237	79213	79336
NC_001491.2	61313	61460	+	2237	61313-61460::+	61460	61313	1	2238	61313	61460
NC_001491.2	127634	127779	+	2238	127634-127779::+	127779	127634	1	2239	127634	127779
NC_001491.2	47489	47635	-	2239	47489-47635::-	47489	47635	1	2240	47489	47635
NC_001491.2	18982	19129	+	2240	18982-19129::+	19129	18982	1	2241	18982	19129
NC_001491.2	122246	122395	+	2241	122246-122395::+	122395	122246	1	2242	122246	122395
NC_001491.2	90533	90679	+	2242	90533-90679::+	90679	90533	1	2243	90533	90679
NC_001491.2	12471	12616	+	2243	12471-12616::+	12616	12471	1	2244	12471	12616
NC_001491.2	125122	125272	-	2244	125122-125272::-	125122	125272	1	2245	125122	125272
NC_001491.2	69970	70116	-	2245	69970-70116::-	69970	70116	1	2246	69970	70116
NC_001491.2	29067	29213	-	2246	29067-29213::-	29067	29213	1	2247	29067	29213
NC_001491.2	131777	131923	+	2247	131777-131923::+	131923	131777	1	2248	131777	131923
NC_001491.2	17994	18140	+	2248	17994-18140::+	18140	17994	1	2249	17994	18140
NC_001491.2	28802	28948	-	2249	28802-28948::-	28802	28948	1	2250	28802	28948
NC_001491.2	106529	106675	-	2250	106529-106675::-	106529	106675	1	2251	106529	106675
NC_001491.2	30995	31145	+	2251	30995-31145::+	31145	30995	1	2252	30995	31145
NC_001491.2	74044	74188	-	2252	74044-74188::-	74044	74188	1	2253	74044	74188
NC_001491.2	2701	2846	+	2253	2701-2846::+	2846	2701	1	2254	2701	2846
NC_001491.2	110578	110724	-	2254	110578-110724::-	110578	110724	1	2255	110578	110724
NC_001491.2	13330	13476	-	2255	13330-13476::-	13330	13476	1	2256	13330	13476
NC_001491.2	95967	96115	+	2256	95967-96115::+	96115	95967	1	2257	95967	96115
NC_001491.2	10084	10230	+	2257	10084-10230::+	10230	10084	1	2258	10084	10230
NC_001491.2	91423	91569	+	2258	91423-91569::+	91569	91423	1	2259	91423	91569
NC_001491.2	124729	124876	-	2259	124729-124876::-	124729	124876	1	2260	124729	124876
NC_001491.2	134348	134494	+	2260	134348-134494::+	134494	134348	1	2261	134348	134494
NC_001491.2	87779	87925	+	2261	87779-87925::+	87925	87779	1	2262	87779	87925
NC_001491.2	19645	19791	+	2262	19645-19791::+	19791	19645	1	2263	19645	19791
NC_001491.2	101514	101660	-	2263	101514-101660::-	101514	101660	1	2264	101514	101660
NC_001491.2	119538	119684	+	2264	119538-119684::+	119684	119538	1	2265	119538	119684
NC_001491.2	93203	93351	-	2265	93203-93351::-	93203	93351	1	2266	93203	93351
NC_001491.2	125492	125639	-	2266	125492-125639::-	125492	125639	1	2267	125492	125639
NC_001491.2	19659	19805	+	2267	19659-19805::+	19805	19659	1	2268	19659	19805
NC_001491.2	132598	132744	-	2268	132598-132744::-	132598	132744	1	2269	132598	132744
NC_001491.2	47194	47343	-	2269	47194-47343::-	47194	47343	1	2270	47194	47343
NC_001491.2	9738	9884	-	2270	9738-9884::-	9738	9884	1	2271	9738	9884
NC_001491.2	124720	124867	-	2271	124720-124867::-	124720	124867	1	2272	124720	124867
NC_001491.2	47230	47379	-	2272	47230-47379::-	47230	47379	1	2273	47230	47379
NC_001491.2	35896	36043	+	2273	35896-36043::+	36043	35896	1	2274	35896	36043
NC_001491.2	52367	52516	-	2274	52367-52516::-	52367	52516	1	2275	52367	52516
NC_001491.2	73873	74020	-	2275	73873-74020::-	73873	74020	1	2276	73873	74020
NC_001491.2	122034	122181	+	2276	122034-122181::+	122181	122034	1	2277	122034	122181
NC_001491.2	25842	25987	-	2277	25842-25987::-	25842	25987	1	2278	25842	25987
NC_001491.2	56767	56917	+	2278	56767-56917::+	56917	56767	1	2279	56767	56917
NC_001491.2	121956	122102	+	2279	121956-122102::+	122102	121956	1	2280	121956	122102
NC_001491.2	92459	92607	+	2280	92459-92607::+	92607	92459	1	2281	92459	92607
NC_001491.2	1252	1359	+	2281	1252-1359::+	1359	1252	1	2282	1252	1359
NC_001491.2	125208	125335	-	2282	125208-125335::-	125208	125335	1	2283	125208	125335
NC_001491.2	121002	121072	+	2283	121002-121072::+, 121316-121391::+	121072	121002	1	2284	121002	121391
NC_001491.2	121316	121391	+	2283	121002-121072::+, 121316-121391::+	121391	121316	2	2285	121002	121391
NC_001491.2	89352	89501	+	2284	89352-89501::+	89501	89352	1	2286	89352	89501
NC_001491.2	82702	82851	-	2285	82702-82851::-	82702	82851	1	2287	82702	82851
NC_001491.2	80967	81114	+	2286	80967-81114::+	81114	80967	1	2288	80967	81114
NC_001491.2	74039	74180	-	2287	74039-74180::-	74039	74180	1	2289	74039	74180
NC_001491.2	89080	89226	-	2288	89080-89226::-	89080	89226	1	2290	89080	89226
NC_001491.2	55044	55190	+	2289	55044-55190::+	55190	55044	1	2291	55044	55190
NC_001491.2	21062	21210	-	2290	21062-21210::-	21062	21210	1	2292	21062	21210
NC_001491.2	102060	102206	-	2291	102060-102206::-	102060	102206	1	2293	102060	102206
NC_001491.2	122073	122213	+	2292	122073-122213::+	122213	122073	1	2294	122073	122213
NC_001491.2	67746	67894	-	2293	67746-67894::-	67746	67894	1	2295	67746	67894
NC_001491.2	74045	74188	-	2294	74045-74188::-	74045	74188	1	2296	74045	74188
NC_001491.2	77477	77623	+	2295	77477-77623::+	77623	77477	1	2297	77477	77623
NC_001491.2	13559	13705	+	2296	13559-13705::+	13705	13559	1	2298	13559	13705
NC_001491.2	126872	127019	+	2297	126872-127019::+	127019	126872	1	2299	126872	127019
NC_001491.2	121002	121107	+	2298	121002-121107::+, 121192-121231::+	121107	121002	1	2300	121002	121231
NC_001491.2	121192	121231	+	2298	121002-121107::+, 121192-121231::+	121231	121192	2	2301	121002	121231
NC_001491.2	11401	11547	+	2299	11401-11547::+	11547	11401	1	2302	11401	11547
NC_001491.2	59664	59811	-	2300	59664-59811::-	59664	59811	1	2303	59664	59811
NC_001491.2	65882	66028	-	2301	65882-66028::-	65882	66028	1	2304	65882	66028
NC_001491.2	130269	130415	+	2302	130269-130415::+	130415	130269	1	2305	130269	130415
NC_001491.2	13111	13257	+	2303	13111-13257::+	13257	13111	1	2306	13111	13257
NC_001491.2	118719	118731	-	2304	118719-118731::-, 119104-119237::-	118719	118731	1	2307	118719	119237
NC_001491.2	119104	119237	-	2304	118719-118731::-, 119104-119237::-	119104	119237	2	2308	118719	119237
NC_001491.2	84546	84692	-	2305	84546-84692::-	84546	84692	1	2309	84546	84692
NC_001491.2	19543	19689	-	2306	19543-19689::-	19543	19689	1	2310	19543	19689
NC_001491.2	77588	77738	+	2307	77588-77738::+	77738	77588	1	2311	77588	77738
NC_001491.2	85779	85925	-	2308	85779-85925::-	85779	85925	1	2312	85779	85925
NC_001491.2	3296	3442	+	2309	3296-3442::+	3442	3296	1	2313	3296	3442
NC_001491.2	88865	89011	-	2310	88865-89011::-	88865	89011	1	2314	88865	89011
NC_001491.2	28689	28834	+	2311	28689-28834::+	28834	28689	1	2315	28689	28834
NC_001491.2	4024	4172	-	2312	4024-4172::-	4024	4172	1	2316	4024	4172
NC_001491.2	71870	72016	+	2313	71870-72016::+	72016	71870	1	2317	71870	72016
NC_001491.2	26094	26240	+	2314	26094-26240::+	26240	26094	1	2318	26094	26240
NC_001491.2	106129	106276	-	2315	106129-106276::-	106129	106276	1	2319	106129	106276
NC_001491.2	122024	122171	-	2316	122024-122171::-	122024	122171	1	2320	122024	122171
NC_001491.2	135916	136063	+	2317	135916-136063::+	136063	135916	1	2321	135916	136063
NC_001491.2	12468	12612	+	2318	12468-12612::+	12612	12468	1	2322	12468	12612
NC_001491.2	77362	77509	+	2319	77362-77509::+	77509	77362	1	2323	77362	77509
NC_001491.2	106123	106270	-	2320	106123-106270::-	106123	106270	1	2324	106123	106270
NC_001491.2	69214	69360	-	2321	69214-69360::-	69214	69360	1	2325	69214	69360
NC_001491.2	135684	135831	+	2322	135684-135831::+	135831	135684	1	2326	135684	135831
NC_001491.2	2222	2370	+	2323	2222-2370::+	2370	2222	1	2327	2222	2370
NC_001491.2	19661	19806	+	2324	19661-19806::+	19806	19661	1	2328	19661	19806
NC_001491.2	118904	119050	+	2325	118904-119050::+	119050	118904	1	2329	118904	119050
NC_001491.2	124631	124778	+	2326	124631-124778::+	124778	124631	1	2330	124631	124778
NC_001491.2	9669	9815	+	2327	9669-9815::+	9815	9669	1	2331	9669	9815
NC_001491.2	9670	9815	+	2328	9670-9815::+	9815	9670	1	2332	9670	9815
NC_001491.2	12429	12575	+	2329	12429-12575::+	12575	12429	1	2333	12429	12575
NC_001491.2	37952	38098	+	2330	37952-38098::+	38098	37952	1	2334	37952	38098
NC_001491.2	121612	121759	+	2331	121612-121759::+	121759	121612	1	2335	121612	121759
NC_001491.2	14796	14942	-	2332	14796-14942::-	14796	14942	1	2336	14796	14942
NC_001491.2	127633	127778	+	2333	127633-127778::+	127778	127633	1	2337	127633	127778
NC_001491.2	50155	50301	+	2334	50155-50301::+	50301	50155	1	2338	50155	50301
NC_001491.2	120065	120214	+	2335	120065-120214::+	120214	120065	1	2339	120065	120214
NC_001491.2	111229	111374	-	2336	111229-111374::-	111229	111374	1	2340	111229	111374
NC_001491.2	66519	66668	+	2337	66519-66668::+	66668	66519	1	2341	66519	66668
NC_001491.2	19639	19787	+	2338	19639-19787::+	19787	19639	1	2342	19639	19787
NC_001491.2	25576	25723	-	2339	25576-25723::-	25576	25723	1	2343	25576	25723
NC_001491.2	75068	75218	+	2340	75068-75218::+	75218	75068	1	2344	75068	75218
NC_001491.2	82839	82988	+	2341	82839-82988::+	82988	82839	1	2345	82839	82988
NC_001491.2	100585	100732	-	2342	100585-100732::-	100585	100732	1	2346	100585	100732
NC_001491.2	87453	87600	+	2343	87453-87600::+	87600	87453	1	2347	87453	87600
NC_001491.2	35814	35960	+	2344	35814-35960::+	35960	35814	1	2348	35814	35960
NC_001491.2	121006	121068	+	2345	121006-121068::+, 121287-121372::+	121068	121006	1	147	121006	121372
NC_001491.2	121287	121372	+	2345	121006-121068::+, 121287-121372::+	121372	121287	2	2113	121006	121372
NC_001491.2	124797	124947	-	2346	124797-124947::-	124797	124947	1	2349	124797	124947
NC_001491.2	94740	94885	+	2347	94740-94885::+	94885	94740	1	2350	94740	94885
NC_001491.2	59681	59828	-	2348	59681-59828::-	59681	59828	1	2351	59681	59828
NC_001491.2	45197	45314	-	2349	45197-45314::-	45197	45314	1	2352	45197	45314
NC_001491.2	111340	111486	-	2350	111340-111486::-	111340	111486	1	2353	111340	111486
NC_001491.2	43514	43661	+	2351	43514-43661::+	43661	43514	1	2354	43514	43661
NC_001491.2	89166	89312	+	2352	89166-89312::+	89312	89166	1	2355	89166	89312
NC_001491.2	130267	130413	+	2353	130267-130413::+	130413	130267	1	2356	130267	130413
NC_001491.2	80818	80964	+	2354	80818-80964::+	80964	80818	1	2357	80818	80964
NC_001491.2	31196	31342	-	2355	31196-31342::-	31196	31342	1	2358	31196	31342
NC_001491.2	125184	125330	-	2356	125184-125330::-	125184	125330	1	2359	125184	125330
NC_001491.2	15749	15896	+	2357	15749-15896::+	15896	15749	1	2360	15749	15896
NC_001491.2	74998	75145	+	2358	74998-75145::+	75145	74998	1	2361	74998	75145
NC_001491.2	125123	125270	-	2359	125123-125270::-	125123	125270	1	2362	125123	125270
NC_001491.2	107684	107831	-	2360	107684-107831::-	107684	107831	1	2363	107684	107831
NC_001491.2	77596	77742	+	2361	77596-77742::+	77742	77596	1	2364	77596	77742
NC_001491.2	81907	82050	+	2362	81907-82050::+	82050	81907	1	2365	81907	82050
NC_001491.2	989	1135	+	2363	989-1135::+	1135	989	1	2366	989	1135
NC_001491.2	3740	3886	-	2364	3740-3886::-	3740	3886	1	2367	3740	3886
NC_001491.2	59205	59349	+	2365	59205-59349::+	59349	59205	1	2368	59205	59349
NC_001491.2	129068	129214	-	2366	129068-129214::-	129068	129214	1	2369	129068	129214
NC_001491.2	28839	28985	-	2367	28839-28985::-	28839	28985	1	2370	28839	28985
NC_001491.2	88588	88733	+	2368	88588-88733::+	88733	88588	1	2371	88588	88733
NC_001491.2	125165	125314	-	2369	125165-125314::-	125165	125314	1	2372	125165	125314
NC_001491.2	33498	33642	-	2370	33498-33642::-	33498	33642	1	2373	33498	33642
NC_001491.2	88916	89060	-	2371	88916-89060::-	88916	89060	1	2374	88916	89060
NC_001491.2	26158	26307	+	2372	26158-26307::+	26307	26158	1	2375	26158	26307
NC_001491.2	94404	94549	-	2373	94404-94549::-	94404	94549	1	2376	94404	94549
NC_001491.2	90687	90836	+	2374	90687-90836::+	90836	90687	1	2377	90687	90836
NC_001491.2	3872	4018	-	2375	3872-4018::-	3872	4018	1	2378	3872	4018
NC_001491.2	102302	102448	-	2376	102302-102448::-	102302	102448	1	2379	102302	102448
NC_001491.2	84328	84473	-	2377	84328-84473::-	84328	84473	1	2380	84328	84473
NC_001491.2	52800	52946	+	2378	52800-52946::+	52946	52800	1	2381	52800	52946
NC_001491.2	123621	123768	+	2379	123621-123768::+	123768	123621	1	2382	123621	123768
NC_001491.2	83915	84061	-	2380	83915-84061::-	83915	84061	1	2383	83915	84061
NC_001491.2	100411	100557	-	2381	100411-100557::-	100411	100557	1	2384	100411	100557
NC_001491.2	117521	117667	-	2382	117521-117667::-	117521	117667	1	2385	117521	117667
NC_001491.2	121003	121135	+	2383	121003-121135::+	121135	121003	1	2386	121003	121135
NC_001491.2	82140	82286	+	2384	82140-82286::+	82286	82140	1	2387	82140	82286
NC_001491.2	102277	102422	+	2385	102277-102422::+	102422	102277	1	2388	102277	102422
NC_001491.2	101410	101560	-	2386	101410-101560::-	101410	101560	1	2389	101410	101560
NC_001491.2	79740	79886	+	2387	79740-79886::+	79886	79740	1	2390	79740	79886
NC_001491.2	89186	89336	+	2388	89186-89336::+	89336	89186	1	2391	89186	89336
NC_001491.2	87291	87438	+	2389	87291-87438::+	87438	87291	1	2392	87291	87438
NC_001491.2	55364	55511	-	2390	55364-55511::-	55364	55511	1	2393	55364	55511
NC_001491.2	59208	59354	+	2391	59208-59354::+	59354	59208	1	2394	59208	59354
NC_001491.2	31245	31391	-	2392	31245-31391::-	31245	31391	1	2395	31245	31391
NC_001491.2	25519	25667	-	2393	25519-25667::-	25519	25667	1	2396	25519	25667
NC_001491.2	50477	50623	+	2394	50477-50623::+	50623	50477	1	2397	50477	50623
NC_001491.2	25219	25366	-	2395	25219-25366::-	25219	25366	1	2398	25219	25366
NC_001491.2	23239	23385	-	2396	23239-23385::-	23239	23385	1	2399	23239	23385
NC_001491.2	126412	126560	+	2397	126412-126560::+	126560	126412	1	2400	126412	126560
NC_001491.2	97882	98029	+	2398	97882-98029::+	98029	97882	1	2401	97882	98029
NC_001491.2	122737	122883	+	2399	122737-122883::+	122883	122737	1	2402	122737	122883
NC_001491.2	989	1134	+	2400	989-1134::+	1134	989	1	2403	989	1134
NC_001491.2	89349	89495	+	2401	89349-89495::+	89495	89349	1	2404	89349	89495
NC_001491.2	15682	15829	+	2402	15682-15829::+	15829	15682	1	2405	15682	15829
NC_001491.2	84367	84513	+	2403	84367-84513::+	84513	84367	1	2406	84367	84513
NC_001491.2	105878	106025	-	2404	105878-106025::-	105878	106025	1	2407	105878	106025
NC_001491.2	77362	77507	+	2405	77362-77507::+	77507	77362	1	2408	77362	77507
NC_001491.2	17460	17606	+	2406	17460-17606::+	17606	17460	1	2409	17460	17606
NC_001491.2	40157	40303	+	2407	40157-40303::+	40303	40157	1	2410	40157	40303
NC_001491.2	86362	86506	+	2408	86362-86506::+	86506	86362	1	2411	86362	86506
NC_001491.2	35762	35908	+	2409	35762-35908::+	35908	35762	1	2412	35762	35908
NC_001491.2	90704	90850	+	2410	90704-90850::+	90850	90704	1	2413	90704	90850
NC_001491.2	105147	105296	+	2411	105147-105296::+	105296	105147	1	2414	105147	105296
NC_001491.2	12115	12260	-	2412	12115-12260::-	12115	12260	1	2415	12115	12260
NC_001491.2	60471	60617	+	2413	60471-60617::+	60617	60471	1	2416	60471	60617
NC_001491.2	125078	125226	-	2414	125078-125226::-	125078	125226	1	2417	125078	125226
NC_001491.2	11986	12135	+	2415	11986-12135::+	12135	11986	1	2418	11986	12135
NC_001491.2	134687	134833	+	2416	134687-134833::+	134833	134687	1	2419	134687	134833
NC_001491.2	77356	77506	+	2417	77356-77506::+	77506	77356	1	2420	77356	77506
NC_001491.2	127350	127494	+	2418	127350-127494::+	127494	127350	1	2421	127350	127494
NC_001491.2	51422	51571	+	2419	51422-51571::+	51571	51422	1	2422	51422	51571
NC_001491.2	134349	134495	+	2420	134349-134495::+	134495	134349	1	2423	134349	134495
NC_001491.2	77593	77740	+	2421	77593-77740::+	77740	77593	1	2424	77593	77740
NC_001491.2	83115	83261	+	2422	83115-83261::+	83261	83115	1	2425	83115	83261
NC_001491.2	64413	64559	+	2423	64413-64559::+	64559	64413	1	2426	64413	64559
NC_001491.2	129051	129197	+	2424	129051-129197::+	129197	129051	1	2427	129051	129197
NC_001491.2	53214	53361	+	2425	53214-53361::+	53361	53214	1	2428	53214	53361
NC_001491.2	31178	31324	-	2426	31178-31324::-	31178	31324	1	2429	31178	31324
NC_001491.2	84366	84512	+	2427	84366-84512::+	84512	84366	1	2430	84366	84512
NC_001491.2	107579	107727	-	2428	107579-107727::-	107579	107727	1	2431	107579	107727
NC_001491.2	122222	122369	+	2429	122222-122369::+	122369	122222	1	2432	122222	122369
NC_001491.2	133074	133224	+	2430	133074-133224::+	133224	133074	1	2433	133074	133224
NC_001491.2	41378	41524	+	2431	41378-41524::+	41524	41378	1	2434	41378	41524
NC_001491.2	106875	107021	-	2432	106875-107021::-	106875	107021	1	2435	106875	107021
NC_001491.2	85174	85323	+	2433	85174-85323::+	85323	85174	1	2436	85174	85323
NC_001491.2	11435	11581	-	2434	11435-11581::-	11435	11581	1	2437	11435	11581
NC_001491.2	108174	108320	-	2435	108174-108320::-	108174	108320	1	2438	108174	108320
NC_001491.2	116705	116852	+	2436	116705-116852::+	116852	116705	1	2439	116705	116852
NC_001491.2	52962	53108	+	2437	52962-53108::+	53108	52962	1	2440	52962	53108
NC_001491.2	64488	64591	+	2438	64488-64591::+	64591	64488	1	2441	64488	64591
NC_001491.2	121389	121511	-	2439	121389-121511::-	121389	121511	1	2442	121389	121511
NC_001491.2	119559	119705	+	2440	119559-119705::+	119705	119559	1	2443	119559	119705
NC_001491.2	77372	77518	+	2441	77372-77518::+	77518	77372	1	2444	77372	77518
NC_001491.2	19742	19891	+	2442	19742-19891::+	19891	19742	1	2445	19742	19891
NC_001491.2	19344	19490	-	2443	19344-19490::-	19344	19490	1	2446	19344	19490
NC_001491.2	125174	125321	-	2444	125174-125321::-	125174	125321	1	2447	125174	125321
NC_001491.2	135019	135165	+	2445	135019-135165::+	135165	135019	1	2448	135019	135165
NC_001491.2	125218	125335	-	2446	125218-125335::-	125218	125335	1	2449	125218	125335
NC_001491.2	128309	128456	+	2447	128309-128456::+	128456	128309	1	2450	128309	128456
NC_001491.2	94401	94547	-	2448	94401-94547::-	94401	94547	1	2451	94401	94547
NC_001491.2	9741	9887	-	2449	9741-9887::-	9741	9887	1	2452	9741	9887
NC_001491.2	10907	11043	+	2450	10907-11043::+	11043	10907	1	2453	10907	11043
NC_001491.2	31197	31344	-	2451	31197-31344::-	31197	31344	1	2454	31197	31344
NC_001491.2	12022	12170	-	2452	12022-12170::-	12022	12170	1	2455	12022	12170
NC_001491.2	129049	129195	+	2453	129049-129195::+	129195	129049	1	2456	129049	129195
NC_001491.2	124705	124852	-	2454	124705-124852::-	124705	124852	1	2457	124705	124852
NC_001491.2	940	1087	+	2455	940-1087::+	1087	940	1	2458	940	1087
NC_001491.2	43373	43519	-	2456	43373-43519::-	43373	43519	1	2459	43373	43519
NC_001491.2	106990	107140	-	2457	106990-107140::-	106990	107140	1	2460	106990	107140
NC_001491.2	133433	133579	+	2458	133433-133579::+	133579	133433	1	2461	133433	133579
NC_001491.2	19661	19808	+	2459	19661-19808::+	19808	19661	1	2462	19661	19808
NC_001491.2	94359	94505	+	2460	94359-94505::+	94505	94359	1	2463	94359	94505
NC_001491.2	4237	4382	-	2461	4237-4382::-	4237	4382	1	2464	4237	4382
NC_001491.2	56435	56581	-	2462	56435-56581::-	56435	56581	1	2465	56435	56581
NC_001491.2	52040	52186	+	2463	52040-52186::+	52186	52040	1	2466	52040	52186
NC_001491.2	12043	12188	+	2464	12043-12188::+	12188	12043	1	2467	12043	12188
NC_001491.2	44467	44614	-	2465	44467-44614::-	44467	44614	1	2468	44467	44614
NC_001491.2	69969	70115	-	2466	69969-70115::-	69969	70115	1	2469	69969	70115
NC_001491.2	65388	65535	-	2467	65388-65535::-	65388	65535	1	2470	65388	65535
NC_001491.2	92161	92307	-	2468	92161-92307::-	92161	92307	1	2471	92161	92307
NC_001491.2	125775	125921	-	2469	125775-125921::-	125775	125921	1	2472	125775	125921
NC_001491.2	61310	61455	+	2470	61310-61455::+	61455	61310	1	2473	61310	61455
NC_001491.2	65977	66126	-	2471	65977-66126::-	65977	66126	1	2474	65977	66126
NC_001491.2	119549	119695	-	2472	119549-119695::-	119549	119695	1	2475	119549	119695
NC_001491.2	96455	96558	+	2473	96455-96558::+	96558	96455	1	2476	96455	96558
NC_001491.2	135564	135709	+	2474	135564-135709::+	135709	135564	1	2477	135564	135709
NC_001491.2	111890	112036	-	2475	111890-112036::-	111890	112036	1	2478	111890	112036
NC_001491.2	74720	74866	+	2476	74720-74866::+	74866	74720	1	2479	74720	74866
NC_001491.2	48031	48181	-	2477	48031-48181::-	48031	48181	1	2480	48031	48181
NC_001491.2	107479	107626	-	2478	107479-107626::-	107479	107626	1	2481	107479	107626
NC_001491.2	90060	90209	+	2479	90060-90209::+	90209	90060	1	2482	90060	90209
NC_001491.2	79164	79311	+	2480	79164-79311::+	79311	79164	1	2483	79164	79311
NC_001491.2	137820	137970	+	2481	137820-137970::+	137970	137820	1	2484	137820	137970
NC_001491.2	122762	122908	+	2482	122762-122908::+	122908	122762	1	2485	122762	122908
NC_001491.2	83582	83728	-	2483	83582-83728::-	83582	83728	1	2486	83582	83728
NC_001491.2	124712	124858	-	2484	124712-124858::-	124712	124858	1	2487	124712	124858
NC_001491.2	77591	77736	+	2485	77591-77736::+	77736	77591	1	2488	77591	77736
NC_001491.2	66115	66260	-	2486	66115-66260::-	66115	66260	1	2489	66115	66260
NC_001491.2	86967	87109	+	2487	86967-87109::+	87109	86967	1	2490	86967	87109
NC_001491.2	86967	87114	+	2488	86967-87114::+	87114	86967	1	2491	86967	87114
NC_001491.2	36384	36530	+	2489	36384-36530::+	36530	36384	1	2492	36384	36530
NC_001491.2	118688	118835	+	2490	118688-118835::+	118835	118688	1	2493	118688	118835
NC_001491.2	22777	22923	-	2491	22777-22923::-	22777	22923	1	2494	22777	22923
NC_001491.2	50521	50666	+	2492	50521-50666::+	50666	50521	1	2495	50521	50666
NC_001491.2	90668	90814	+	2493	90668-90814::+	90814	90668	1	2496	90668	90814
NC_001491.2	121788	121935	+	2494	121788-121935::+	121935	121788	1	2497	121788	121935
NC_001491.2	36468	36614	+	2495	36468-36614::+	36614	36468	1	2498	36468	36614
NC_001491.2	56272	56419	+	2496	56272-56419::+	56419	56272	1	2499	56272	56419
NC_001491.2	11987	12132	+	2497	11987-12132::+	12132	11987	1	2500	11987	12132
NC_001491.2	14626	14772	+	2498	14626-14772::+	14772	14626	1	2501	14626	14772
NC_001491.2	94566	94712	-	2499	94566-94712::-	94566	94712	1	2502	94566	94712
NC_001491.2	108172	108317	-	2500	108172-108317::-	108172	108317	1	2503	108172	108317
NC_001491.2	2702	2848	+	2501	2702-2848::+	2848	2702	1	2504	2702	2848
NC_001491.2	17985	18124	+	2502	17985-18124::+	18124	17985	1	2505	17985	18124
NC_001491.2	106991	107137	-	2503	106991-107137::-	106991	107137	1	2506	106991	107137
NC_001491.2	78779	78925	+	2504	78779-78925::+	78925	78779	1	2507	78779	78925
NC_001491.2	126988	127138	+	2505	126988-127138::+	127138	126988	1	2508	126988	127138
NC_001491.2	88902	89048	-	2506	88902-89048::-	88902	89048	1	2509	88902	89048
NC_001491.2	104592	104739	+	2507	104592-104739::+	104739	104592	1	2510	104592	104739
NC_001491.2	42599	42745	+	2508	42599-42745::+	42745	42599	1	2511	42599	42745
NC_001491.2	4164	4309	-	2509	4164-4309::-	4164	4309	1	2512	4164	4309
NC_001491.2	100075	100221	+	2510	100075-100221::+	100221	100075	1	2513	100075	100221
NC_001491.2	19085	19232	+	2511	19085-19232::+	19232	19085	1	2514	19085	19232
NC_001491.2	80627	80774	+	2512	80627-80774::+	80774	80627	1	2515	80627	80774
NC_001491.2	25962	26107	-	2513	25962-26107::-	25962	26107	1	2516	25962	26107
NC_001491.2	119381	119527	+	2514	119381-119527::+	119527	119381	1	2517	119381	119527
NC_001491.2	19264	19410	+	2515	19264-19410::+	19410	19264	1	2518	19264	19410
NC_001491.2	89210	89358	+	2516	89210-89358::+	89358	89210	1	2519	89210	89358
NC_001491.2	48155	48301	-	2517	48155-48301::-	48155	48301	1	2520	48155	48301
NC_001491.2	14096	14242	+	2518	14096-14242::+	14242	14096	1	2521	14096	14242
NC_001491.2	32903	33047	-	2519	32903-33047::-	32903	33047	1	2522	32903	33047
NC_001491.2	82184	82330	+	2520	82184-82330::+	82330	82184	1	2523	82184	82330
NC_001491.2	94405	94550	-	2521	94405-94550::-	94405	94550	1	2524	94405	94550
NC_001491.2	135564	135711	+	2522	135564-135711::+	135711	135564	1	2525	135564	135711
