TR_ID	seqnames	strand	TR_start	TR_end	exon_combination	1	2	sample	count
1605	NC_001491.2	-	24132	24276	24132-24276::-	1604		EHV1_cage_B	3
1605	NC_001491.2	-	24132	24276	24132-24276::-	1604		EHV1_cage_A	2
1606	NC_001491.2	-	2392	2538	2392-2538::-	1605		EHV1_cage_B	20
1606	NC_001491.2	-	2392	2538	2392-2538::-	1605		EHV1_cage_A	16
1606	NC_001491.2	-	2392	2538	2392-2538::-	1605		EHV1_cage_C	26
1607	NC_001491.2	+	121983	122129	121983-122129::+	1606		EHV1_cage_C	1
1608	NC_001491.2	+	26131	26277	26131-26277::+	1607		EHV1_cage_C	2
1608	NC_001491.2	+	26131	26277	26131-26277::+	1607		EHV1_cage_A	3
1608	NC_001491.2	+	26131	26277	26131-26277::+	1607		EHV1_cage_B	1
1609	NC_001491.2	+	55318	55462	55318-55462::+	1608		EHV1_cage_B	1
1610	NC_001491.2	+	86475	86621	86475-86621::+	1609		EHV1_cage_C	1
1610	NC_001491.2	+	86475	86621	86475-86621::+	1609		EHV1_cage_A	1
1611	NC_001491.2	-	5410	5556	5410-5556::-	1610		EHV1_cage_B	1
1612	NC_001491.2	+	69754	69898	69754-69898::+	1611		EHV1_cage_B	2
1612	NC_001491.2	+	69754	69898	69754-69898::+	1611		EHV1_cage_A	3
1612	NC_001491.2	+	69754	69898	69754-69898::+	1611		EHV1_cage_C	1
1613	NC_001491.2	-	25625	25771	25625-25771::-	1612		EHV1_cage_B	11
1613	NC_001491.2	-	25625	25771	25625-25771::-	1612		EHV1_cage_C	11
1613	NC_001491.2	-	25625	25771	25625-25771::-	1612		EHV1_cage_A	7
1614	NC_001491.2	+	121002	121367	121002-121068::+, 121287-121367::+	69	148	EHV1_cage_B	11
1614	NC_001491.2	+	121002	121367	121002-121068::+, 121287-121367::+	69	148	EHV1_cage_A	12
1614	NC_001491.2	+	121002	121367	121002-121068::+, 121287-121367::+	69	148	EHV1_cage_C	1
1615	NC_001491.2	-	31199	31345	31199-31345::-	1613		EHV1_cage_B	7
1615	NC_001491.2	-	31199	31345	31199-31345::-	1613		EHV1_cage_A	3
1616	NC_001491.2	+	48541	48686	48541-48686::+	1614		EHV1_cage_C	1
1617	NC_001491.2	-	76237	76382	76237-76382::-	1615		EHV1_cage_C	1
1618	NC_001491.2	+	55322	55469	55322-55469::+	1616		EHV1_cage_C	8
1618	NC_001491.2	+	55322	55469	55322-55469::+	1616		EHV1_cage_A	1
1618	NC_001491.2	+	55322	55469	55322-55469::+	1616		EHV1_cage_B	1
1619	NC_001491.2	+	60988	61135	60988-61135::+	1617		EHV1_cage_C	1
1620	NC_001491.2	+	15084	15231	15084-15231::+	1618		EHV1_cage_C	8
1620	NC_001491.2	+	15084	15231	15084-15231::+	1618		EHV1_cage_A	3
1620	NC_001491.2	+	15084	15231	15084-15231::+	1618		EHV1_cage_B	6
1621	NC_001491.2	+	104861	105007	104861-105007::+	1619		EHV1_cage_C	1
1622	NC_001491.2	+	104495	104643	104495-104643::+	1620		EHV1_cage_C	1
1623	NC_001491.2	+	59673	59819	59673-59819::+	1621		EHV1_cage_A	1
1624	NC_001491.2	+	134600	134748	134600-134748::+	1622		EHV1_cage_A	1
1625	NC_001491.2	+	59209	59355	59209-59355::+	1623		EHV1_cage_C	22
1625	NC_001491.2	+	59209	59355	59209-59355::+	1623		EHV1_cage_B	18
1625	NC_001491.2	+	59209	59355	59209-59355::+	1623		EHV1_cage_A	8
1626	NC_001491.2	-	88845	88991	88845-88991::-	1624		EHV1_cage_C	4
1626	NC_001491.2	-	88845	88991	88845-88991::-	1624		EHV1_cage_A	2
1626	NC_001491.2	-	88845	88991	88845-88991::-	1624		EHV1_cage_B	4
1627	NC_001491.2	-	9778	9924	9778-9924::-	1625		EHV1_cage_B	1
1628	NC_001491.2	+	90686	90832	90686-90832::+	1626		EHV1_cage_C	5
1628	NC_001491.2	+	90686	90832	90686-90832::+	1626		EHV1_cage_A	9
1629	NC_001491.2	-	43716	43865	43716-43865::-	1627		EHV1_cage_B	1
1630	NC_001491.2	+	55343	55490	55343-55490::+	1628		EHV1_cage_B	1
1630	NC_001491.2	+	55343	55490	55343-55490::+	1628		EHV1_cage_C	1
1631	NC_001491.2	-	4197	4344	4197-4344::-	1629		EHV1_cage_B	4
1631	NC_001491.2	-	4197	4344	4197-4344::-	1629		EHV1_cage_C	1
1631	NC_001491.2	-	4197	4344	4197-4344::-	1629		EHV1_cage_A	1
1632	NC_001491.2	+	127526	127673	127526-127673::+	1630		EHV1_cage_C	1
1633	NC_001491.2	+	121002	121365	121002-121068::+, 121287-121365::+	69	1631	EHV1_cage_B	6
1633	NC_001491.2	+	121002	121365	121002-121068::+, 121287-121365::+	69	1631	EHV1_cage_A	3
1634	NC_001491.2	-	74038	74184	74038-74184::-	1632		EHV1_cage_C	8
1634	NC_001491.2	-	74038	74184	74038-74184::-	1632		EHV1_cage_B	2
1634	NC_001491.2	-	74038	74184	74038-74184::-	1632		EHV1_cage_A	7
1635	NC_001491.2	+	64488	64635	64488-64635::+	1633		EHV1_cage_A	1
1635	NC_001491.2	+	64488	64635	64488-64635::+	1633		EHV1_cage_C	1
1636	NC_001491.2	-	66091	66238	66091-66238::-	1634		EHV1_cage_C	2
1637	NC_001491.2	+	81902	82051	81902-82051::+	1635		EHV1_cage_C	28
1638	NC_001491.2	-	7254	7400	7254-7400::-	1636		EHV1_cage_C	14
1638	NC_001491.2	-	7254	7400	7254-7400::-	1636		EHV1_cage_A	12
1638	NC_001491.2	-	7254	7400	7254-7400::-	1636		EHV1_cage_B	12
1639	NC_001491.2	-	68325	68471	68325-68471::-	1637		EHV1_cage_B	1
1639	NC_001491.2	-	68325	68471	68325-68471::-	1637		EHV1_cage_C	2
1640	NC_001491.2	+	51425	51571	51425-51571::+	1638		EHV1_cage_A	3
1640	NC_001491.2	+	51425	51571	51425-51571::+	1638		EHV1_cage_C	1
1641	NC_001491.2	+	92413	92559	92413-92559::+	1639		EHV1_cage_A	14
1641	NC_001491.2	+	92413	92559	92413-92559::+	1639		EHV1_cage_C	17
1642	NC_001491.2	+	81290	81436	81290-81436::+	1640		EHV1_cage_B	2
1642	NC_001491.2	+	81290	81436	81290-81436::+	1640		EHV1_cage_A	1
1643	NC_001491.2	-	94601	94747	94601-94747::-	1641		EHV1_cage_B	4
1643	NC_001491.2	-	94601	94747	94601-94747::-	1641		EHV1_cage_C	8
1644	NC_001491.2	-	112791	112938	112791-112938::-	1642		EHV1_cage_C	5
1644	NC_001491.2	-	112791	112938	112791-112938::-	1642		EHV1_cage_A	2
1644	NC_001491.2	-	112791	112938	112791-112938::-	1642		EHV1_cage_B	1
1645	NC_001491.2	-	108583	108729	108583-108729::-	1643		EHV1_cage_A	5
1645	NC_001491.2	-	108583	108729	108583-108729::-	1643		EHV1_cage_C	7
1645	NC_001491.2	-	108583	108729	108583-108729::-	1643		EHV1_cage_B	6
1646	NC_001491.2	+	92377	92525	92377-92525::+	1644		EHV1_cage_C	3
1647	NC_001491.2	-	2395	2542	2395-2542::-	1645		EHV1_cage_C	1
1648	NC_001491.2	-	106990	107137	106990-107137::-	1646		EHV1_cage_C	1
1648	NC_001491.2	-	106990	107137	106990-107137::-	1646		EHV1_cage_A	1
1649	NC_001491.2	-	93144	93290	93144-93290::-	1647		EHV1_cage_A	1
1650	NC_001491.2	+	17230	17376	17230-17376::+	1648		EHV1_cage_C	1
1651	NC_001491.2	+	36500	36646	36500-36646::+	1649		EHV1_cage_B	5
1651	NC_001491.2	+	36500	36646	36500-36646::+	1649		EHV1_cage_C	8
1651	NC_001491.2	+	36500	36646	36500-36646::+	1649		EHV1_cage_A	7
1652	NC_001491.2	+	91152	91295	91152-91295::+	1650		EHV1_cage_A	1
1653	NC_001491.2	-	77105	77251	77105-77251::-	1651		EHV1_cage_C	1
1653	NC_001491.2	-	77105	77251	77105-77251::-	1651		EHV1_cage_B	2
1654	NC_001491.2	+	79948	80095	79948-80095::+	1652		EHV1_cage_B	1
1654	NC_001491.2	+	79948	80095	79948-80095::+	1652		EHV1_cage_C	1
1655	NC_001491.2	+	70861	71263	70861-70868::+, 71121-71263::+	1653	1654	EHV1_cage_A	1
1656	NC_001491.2	+	69780	69925	69780-69925::+	1655		EHV1_cage_C	1
1656	NC_001491.2	+	69780	69925	69780-69925::+	1655		EHV1_cage_B	1
1657	NC_001491.2	+	119910	120056	119910-120056::+	1656		EHV1_cage_A	1
1657	NC_001491.2	+	119910	120056	119910-120056::+	1656		EHV1_cage_B	2
1658	NC_001491.2	-	125191	125340	125191-125340::-	1657		EHV1_cage_B	13
1659	NC_001491.2	-	32458	32602	32458-32602::-	1658		EHV1_cage_B	1
1660	NC_001491.2	-	74996	75145	74996-75145::-	1659		EHV1_cage_B	1
1661	NC_001491.2	+	64686	64832	64686-64832::+	1660		EHV1_cage_B	6
1661	NC_001491.2	+	64686	64832	64686-64832::+	1660		EHV1_cage_C	4
1661	NC_001491.2	+	64686	64832	64686-64832::+	1660		EHV1_cage_A	5
1662	NC_001491.2	-	23308	23455	23308-23455::-	1661		EHV1_cage_B	2
1663	NC_001491.2	+	13560	13704	13560-13704::+	1662		EHV1_cage_B	8
1663	NC_001491.2	+	13560	13704	13560-13704::+	1662		EHV1_cage_A	6
1663	NC_001491.2	+	13560	13704	13560-13704::+	1662		EHV1_cage_C	4
1664	NC_001491.2	+	25481	25627	25481-25627::+	1663		EHV1_cage_B	3
1664	NC_001491.2	+	25481	25627	25481-25627::+	1663		EHV1_cage_C	2
1665	NC_001491.2	-	81718	81866	81718-81866::-	1664		EHV1_cage_C	3
1666	NC_001491.2	-	77747	77893	77747-77893::-	1665		EHV1_cage_C	1
1667	NC_001491.2	-	125196	125340	125196-125340::-	1666		EHV1_cage_C	1
1668	NC_001491.2	+	62843	62990	62843-62990::+	1667		EHV1_cage_B	1
1669	NC_001491.2	+	135563	135708	135563-135708::+	1668		EHV1_cage_A	1
1670	NC_001491.2	+	79667	79814	79667-79814::+	1669		EHV1_cage_C	1
1670	NC_001491.2	+	79667	79814	79667-79814::+	1669		EHV1_cage_B	1
1671	NC_001491.2	-	112426	112573	112426-112573::-	1670		EHV1_cage_B	1
1672	NC_001491.2	+	78811	78958	78811-78958::+	1671		EHV1_cage_A	3
1672	NC_001491.2	+	78811	78958	78811-78958::+	1671		EHV1_cage_B	2
1672	NC_001491.2	+	78811	78958	78811-78958::+	1671		EHV1_cage_C	2
1673	NC_001491.2	+	11987	12133	11987-12133::+	1672		EHV1_cage_A	6
1673	NC_001491.2	+	11987	12133	11987-12133::+	1672		EHV1_cage_B	4
1673	NC_001491.2	+	11987	12133	11987-12133::+	1672		EHV1_cage_C	3
1674	NC_001491.2	-	90387	90532	90387-90532::-	1673		EHV1_cage_C	1
1674	NC_001491.2	-	90387	90532	90387-90532::-	1673		EHV1_cage_B	1
1675	NC_001491.2	+	6468	6614	6468-6614::+	1674		EHV1_cage_C	1
1675	NC_001491.2	+	6468	6614	6468-6614::+	1674		EHV1_cage_A	2
1675	NC_001491.2	+	6468	6614	6468-6614::+	1674		EHV1_cage_B	1
1676	NC_001491.2	-	100316	100462	100316-100462::-	1675		EHV1_cage_B	10
1676	NC_001491.2	-	100316	100462	100316-100462::-	1675		EHV1_cage_A	9
1676	NC_001491.2	-	100316	100462	100316-100462::-	1675		EHV1_cage_C	8
1677	NC_001491.2	-	48754	48900	48754-48900::-	1676		EHV1_cage_C	3
1678	NC_001491.2	+	19641	19788	19641-19788::+	1677		EHV1_cage_C	4
1678	NC_001491.2	+	19641	19788	19641-19788::+	1677		EHV1_cage_B	4
1679	NC_001491.2	+	94574	94719	94574-94719::+	1678		EHV1_cage_A	1
1680	NC_001491.2	-	2528	2674	2528-2674::-	1679		EHV1_cage_A	2
1680	NC_001491.2	-	2528	2674	2528-2674::-	1679		EHV1_cage_C	2
1680	NC_001491.2	-	2528	2674	2528-2674::-	1679		EHV1_cage_B	1
1681	NC_001491.2	+	90724	90870	90724-90870::+	1680		EHV1_cage_C	14
1681	NC_001491.2	+	90724	90870	90724-90870::+	1680		EHV1_cage_B	8
1682	NC_001491.2	+	11990	12135	11990-12135::+	1681		EHV1_cage_C	4
1682	NC_001491.2	+	11990	12135	11990-12135::+	1681		EHV1_cage_A	4
1683	NC_001491.2	+	131515	131661	131515-131661::+	1682		EHV1_cage_A	5
1683	NC_001491.2	+	131515	131661	131515-131661::+	1682		EHV1_cage_C	3
1683	NC_001491.2	+	131515	131661	131515-131661::+	1682		EHV1_cage_B	3
1684	NC_001491.2	-	108170	108317	108170-108317::-	1683		EHV1_cage_B	22
1684	NC_001491.2	-	108170	108317	108170-108317::-	1683		EHV1_cage_A	12
1684	NC_001491.2	-	108170	108317	108170-108317::-	1683		EHV1_cage_C	1
1685	NC_001491.2	+	126414	126561	126414-126561::+	1684		EHV1_cage_C	1
1686	NC_001491.2	-	100314	100460	100314-100460::-	1685		EHV1_cage_B	3
1686	NC_001491.2	-	100314	100460	100314-100460::-	1685		EHV1_cage_C	1
1686	NC_001491.2	-	100314	100460	100314-100460::-	1685		EHV1_cage_A	2
1687	NC_001491.2	+	64685	64833	64685-64833::+	1686		EHV1_cage_A	4
1688	NC_001491.2	-	25336	25482	25336-25482::-	1687		EHV1_cage_B	1
1689	NC_001491.2	-	28628	28776	28628-28776::-	1688		EHV1_cage_B	1
1690	NC_001491.2	-	42999	43143	42999-43143::-	1689		EHV1_cage_B	1
1691	NC_001491.2	-	125194	125340	125194-125340::-	1690		EHV1_cage_A	4
1691	NC_001491.2	-	125194	125340	125194-125340::-	1690		EHV1_cage_C	7
1691	NC_001491.2	-	125194	125340	125194-125340::-	1690		EHV1_cage_B	1
1692	NC_001491.2	+	95968	96114	95968-96114::+	1691		EHV1_cage_B	5
1692	NC_001491.2	+	95968	96114	95968-96114::+	1691		EHV1_cage_C	6
1692	NC_001491.2	+	95968	96114	95968-96114::+	1691		EHV1_cage_A	5
1693	NC_001491.2	+	136587	136733	136587-136733::+	1692		EHV1_cage_B	2
1693	NC_001491.2	+	136587	136733	136587-136733::+	1692		EHV1_cage_C	1
1694	NC_001491.2	-	40395	40542	40395-40542::-	1693		EHV1_cage_C	1
1695	NC_001491.2	+	122688	122835	122688-122835::+	1694		EHV1_cage_B	1
1696	NC_001491.2	-	4187	4333	4187-4333::-	1695		EHV1_cage_A	1
1697	NC_001491.2	+	50447	50594	50447-50594::+	1696		EHV1_cage_B	1
1698	NC_001491.2	-	2531	2678	2531-2678::-	1697		EHV1_cage_B	2
1698	NC_001491.2	-	2531	2678	2531-2678::-	1697		EHV1_cage_A	2
1698	NC_001491.2	-	2531	2678	2531-2678::-	1697		EHV1_cage_C	2
1699	NC_001491.2	-	31202	31346	31202-31346::-	1698		EHV1_cage_C	1
1700	NC_001491.2	+	62846	62993	62846-62993::+	1699		EHV1_cage_A	1
1700	NC_001491.2	+	62846	62993	62846-62993::+	1699		EHV1_cage_B	1
1701	NC_001491.2	+	96828	96974	96828-96974::+	1700		EHV1_cage_B	1
1701	NC_001491.2	+	96828	96974	96828-96974::+	1700		EHV1_cage_C	1
1702	NC_001491.2	+	127595	127742	127595-127742::+	1701		EHV1_cage_C	2
1703	NC_001491.2	+	78816	78964	78816-78964::+	1702		EHV1_cage_B	2
1704	NC_001491.2	+	69782	69929	69782-69929::+	1703		EHV1_cage_C	2
1705	NC_001491.2	-	12112	12257	12112-12257::-	1704		EHV1_cage_B	1
1706	NC_001491.2	-	47209	47357	47209-47357::-	1705		EHV1_cage_B	1
1707	NC_001491.2	+	19741	19887	19741-19887::+	1706		EHV1_cage_B	2
1707	NC_001491.2	+	19741	19887	19741-19887::+	1706		EHV1_cage_A	1
1708	NC_001491.2	-	69550	69696	69550-69696::-	1707		EHV1_cage_C	1
1708	NC_001491.2	-	69550	69696	69550-69696::-	1707		EHV1_cage_B	1
1708	NC_001491.2	-	69550	69696	69550-69696::-	1707		EHV1_cage_A	1
1709	NC_001491.2	+	66318	66464	66318-66464::+	1708		EHV1_cage_A	1
1710	NC_001491.2	+	19643	19789	19643-19789::+	1709		EHV1_cage_C	9
1710	NC_001491.2	+	19643	19789	19643-19789::+	1709		EHV1_cage_B	10
1710	NC_001491.2	+	19643	19789	19643-19789::+	1709		EHV1_cage_A	6
1711	NC_001491.2	+	48529	48676	48529-48676::+	1710		EHV1_cage_A	1
1712	NC_001491.2	-	94598	94744	94598-94744::-	1711		EHV1_cage_C	2
1712	NC_001491.2	-	94598	94744	94598-94744::-	1711		EHV1_cage_A	2
1712	NC_001491.2	-	94598	94744	94598-94744::-	1711		EHV1_cage_B	3
1713	NC_001491.2	-	69217	69363	69217-69363::-	1712		EHV1_cage_A	1
1713	NC_001491.2	-	69217	69363	69217-69363::-	1712		EHV1_cage_C	2
1714	NC_001491.2	-	47230	47376	47230-47376::-	1713		EHV1_cage_A	4
1714	NC_001491.2	-	47230	47376	47230-47376::-	1713		EHV1_cage_C	4
1715	NC_001491.2	+	136583	136727	136583-136727::+	1714		EHV1_cage_A	1
1716	NC_001491.2	+	89137	89283	89137-89283::+	1715		EHV1_cage_C	1
1717	NC_001491.2	+	61313	61459	61313-61459::+	1716		EHV1_cage_C	3
1717	NC_001491.2	+	61313	61459	61313-61459::+	1716		EHV1_cage_B	4
1718	NC_001491.2	-	118698	119216	118698-118731::-, 119104-119216::-	1717	1045	EHV1_cage_A	4
1718	NC_001491.2	-	118698	119216	118698-118731::-, 119104-119216::-	1717	1045	EHV1_cage_B	6
1719	NC_001491.2	+	17746	17892	17746-17892::+	1718		EHV1_cage_C	1
1720	NC_001491.2	+	70211	70357	70211-70357::+	1719		EHV1_cage_C	1
1721	NC_001491.2	+	71122	71268	71122-71268::+	1720		EHV1_cage_C	3
1721	NC_001491.2	+	71122	71268	71122-71268::+	1720		EHV1_cage_B	4
1721	NC_001491.2	+	71122	71268	71122-71268::+	1720		EHV1_cage_A	2
1722	NC_001491.2	+	2669	2814	2669-2814::+	1721		EHV1_cage_C	2
1723	NC_001491.2	-	94399	94545	94399-94545::-	1722		EHV1_cage_C	10
1723	NC_001491.2	-	94399	94545	94399-94545::-	1722		EHV1_cage_A	6
1723	NC_001491.2	-	94399	94545	94399-94545::-	1722		EHV1_cage_B	12
1724	NC_001491.2	-	47613	47759	47613-47759::-	1723		EHV1_cage_B	1
1725	NC_001491.2	+	135564	135712	135564-135712::+	1724		EHV1_cage_B	1
1725	NC_001491.2	+	135564	135712	135564-135712::+	1724		EHV1_cage_A	1
1726	NC_001491.2	-	106531	106677	106531-106677::-	1725		EHV1_cage_B	3
1726	NC_001491.2	-	106531	106677	106531-106677::-	1725		EHV1_cage_C	4
1726	NC_001491.2	-	106531	106677	106531-106677::-	1725		EHV1_cage_A	2
1727	NC_001491.2	-	34411	34557	34411-34557::-	1726		EHV1_cage_B	1
1728	NC_001491.2	-	31200	31345	31200-31345::-	1727		EHV1_cage_C	10
1728	NC_001491.2	-	31200	31345	31200-31345::-	1727		EHV1_cage_B	5
1728	NC_001491.2	-	31200	31345	31200-31345::-	1727		EHV1_cage_A	5
1729	NC_001491.2	-	94603	94749	94603-94749::-	1728		EHV1_cage_A	2
1729	NC_001491.2	-	94603	94749	94603-94749::-	1728		EHV1_cage_B	2
1729	NC_001491.2	-	94603	94749	94603-94749::-	1728		EHV1_cage_C	2
1730	NC_001491.2	+	121783	121929	121783-121929::+	1729		EHV1_cage_C	2
1730	NC_001491.2	+	121783	121929	121783-121929::+	1729		EHV1_cage_B	1
1730	NC_001491.2	+	121783	121929	121783-121929::+	1729		EHV1_cage_A	1
1731	NC_001491.2	-	49870	50016	49870-50016::-	1730		EHV1_cage_C	1
1731	NC_001491.2	-	49870	50016	49870-50016::-	1730		EHV1_cage_A	2
1732	NC_001491.2	+	69784	69930	69784-69930::+	1731		EHV1_cage_B	3
1732	NC_001491.2	+	69784	69930	69784-69930::+	1731		EHV1_cage_A	2
1733	NC_001491.2	-	14559	14705	14559-14705::-	1732		EHV1_cage_C	1
1734	NC_001491.2	+	55345	55491	55345-55491::+	1733		EHV1_cage_B	1
1734	NC_001491.2	+	55345	55491	55345-55491::+	1733		EHV1_cage_A	1
1735	NC_001491.2	+	77596	77741	77596-77741::+	1734		EHV1_cage_A	1
1736	NC_001491.2	+	59993	60139	59993-60139::+	1735		EHV1_cage_A	7
1736	NC_001491.2	+	59993	60139	59993-60139::+	1735		EHV1_cage_C	5
1736	NC_001491.2	+	59993	60139	59993-60139::+	1735		EHV1_cage_B	2
1737	NC_001491.2	+	96456	96602	96456-96602::+	1736		EHV1_cage_B	13
1737	NC_001491.2	+	96456	96602	96456-96602::+	1736		EHV1_cage_A	12
1737	NC_001491.2	+	96456	96602	96456-96602::+	1736		EHV1_cage_C	14
1738	NC_001491.2	+	81905	82051	81905-82051::+	1737		EHV1_cage_B	14
1738	NC_001491.2	+	81905	82051	81905-82051::+	1737		EHV1_cage_A	11
1739	NC_001491.2	-	25732	25878	25732-25878::-	1738		EHV1_cage_C	1
1739	NC_001491.2	-	25732	25878	25732-25878::-	1738		EHV1_cage_A	2
1740	NC_001491.2	+	122193	122341	122193-122341::+	1739		EHV1_cage_B	4
1740	NC_001491.2	+	122193	122341	122193-122341::+	1739		EHV1_cage_A	2
1741	NC_001491.2	+	79610	79758	79610-79758::+	1740		EHV1_cage_A	1
1742	NC_001491.2	-	2396	2540	2396-2540::-	1741		EHV1_cage_A	1
1742	NC_001491.2	-	2396	2540	2396-2540::-	1741		EHV1_cage_C	1
1742	NC_001491.2	-	2396	2540	2396-2540::-	1741		EHV1_cage_B	1
1743	NC_001491.2	+	130168	130318	130168-130318::+	1742		EHV1_cage_A	1
1744	NC_001491.2	+	36581	36727	36581-36727::+	1743		EHV1_cage_A	1
1745	NC_001491.2	-	76236	76382	76236-76382::-	1744		EHV1_cage_C	6
1745	NC_001491.2	-	76236	76382	76236-76382::-	1744		EHV1_cage_A	1
1746	NC_001491.2	+	80385	80535	80385-80535::+	1745		EHV1_cage_B	1
1747	NC_001491.2	+	82049	82196	82049-82196::+	1746		EHV1_cage_A	1
1747	NC_001491.2	+	82049	82196	82049-82196::+	1746		EHV1_cage_B	3
1747	NC_001491.2	+	82049	82196	82049-82196::+	1746		EHV1_cage_C	1
1748	NC_001491.2	-	4165	4311	4165-4311::-	1747		EHV1_cage_B	1
1749	NC_001491.2	+	42230	42377	42230-42377::+	1748		EHV1_cage_A	1
1750	NC_001491.2	+	2777	2923	2777-2923::+	1749		EHV1_cage_A	6
1750	NC_001491.2	+	2777	2923	2777-2923::+	1749		EHV1_cage_C	9
1750	NC_001491.2	+	2777	2923	2777-2923::+	1749		EHV1_cage_B	4
1751	NC_001491.2	-	2395	2540	2395-2540::-	1750		EHV1_cage_C	1
1751	NC_001491.2	-	2395	2540	2395-2540::-	1750		EHV1_cage_B	2
1751	NC_001491.2	-	2395	2540	2395-2540::-	1750		EHV1_cage_A	1
1752	NC_001491.2	-	58959	59106	58959-59106::-	1751		EHV1_cage_C	1
1753	NC_001491.2	-	75908	76055	75908-76055::-	1752		EHV1_cage_C	3
1753	NC_001491.2	-	75908	76055	75908-76055::-	1752		EHV1_cage_B	1
1754	NC_001491.2	+	121006	121151	121006-121151::+	1753		EHV1_cage_C	2
1754	NC_001491.2	+	121006	121151	121006-121151::+	1753		EHV1_cage_B	1
1755	NC_001491.2	-	111888	112033	111888-112033::-	1754		EHV1_cage_C	2
1755	NC_001491.2	-	111888	112033	111888-112033::-	1754		EHV1_cage_A	1
1756	NC_001491.2	-	66115	66261	66115-66261::-	1755		EHV1_cage_B	10
1756	NC_001491.2	-	66115	66261	66115-66261::-	1755		EHV1_cage_C	7
1756	NC_001491.2	-	66115	66261	66115-66261::-	1755		EHV1_cage_A	9
1757	NC_001491.2	+	64684	64834	64684-64834::+	1756		EHV1_cage_A	12
1758	NC_001491.2	-	6508	6655	6508-6655::-	1757		EHV1_cage_C	1
1758	NC_001491.2	-	6508	6655	6508-6655::-	1757		EHV1_cage_A	1
1759	NC_001491.2	-	130297	130443	130297-130443::-	1758		EHV1_cage_B	1
1760	NC_001491.2	-	119070	119219	119070-119219::-	1759		EHV1_cage_C	3
1761	NC_001491.2	+	129047	129193	129047-129193::+	1760		EHV1_cage_C	1
1762	NC_001491.2	-	2254	2400	2254-2400::-	1761		EHV1_cage_B	2
1762	NC_001491.2	-	2254	2400	2254-2400::-	1761		EHV1_cage_C	1
1763	NC_001491.2	+	64691	64835	64691-64835::+	1762		EHV1_cage_C	1
1764	NC_001491.2	-	47227	47374	47227-47374::-	1763		EHV1_cage_C	24
1764	NC_001491.2	-	47227	47374	47227-47374::-	1763		EHV1_cage_A	1
1765	NC_001491.2	+	84561	84707	84561-84707::+	1764		EHV1_cage_C	1
1766	NC_001491.2	+	135972	136119	135972-136119::+	1765		EHV1_cage_A	1
1767	NC_001491.2	+	26154	26304	26154-26304::+	1766		EHV1_cage_A	3
1768	NC_001491.2	+	89147	89293	89147-89293::+	1767		EHV1_cage_B	2
1768	NC_001491.2	+	89147	89293	89147-89293::+	1767		EHV1_cage_C	1
1769	NC_001491.2	+	88297	88443	88297-88443::+	1768		EHV1_cage_B	2
1769	NC_001491.2	+	88297	88443	88297-88443::+	1768		EHV1_cage_C	3
1769	NC_001491.2	+	88297	88443	88297-88443::+	1768		EHV1_cage_A	1
1770	NC_001491.2	-	28834	28980	28834-28980::-	1769		EHV1_cage_C	1
1770	NC_001491.2	-	28834	28980	28834-28980::-	1769		EHV1_cage_A	6
1771	NC_001491.2	+	84369	84515	84369-84515::+	1770		EHV1_cage_C	6
1771	NC_001491.2	+	84369	84515	84369-84515::+	1770		EHV1_cage_B	2
1771	NC_001491.2	+	84369	84515	84369-84515::+	1770		EHV1_cage_A	2
1772	NC_001491.2	+	15195	15341	15195-15341::+	1771		EHV1_cage_C	4
1772	NC_001491.2	+	15195	15341	15195-15341::+	1771		EHV1_cage_A	2
1772	NC_001491.2	+	15195	15341	15195-15341::+	1771		EHV1_cage_B	1
1773	NC_001491.2	+	1254	1395	1254-1395::+	1772		EHV1_cage_C	2
1774	NC_001491.2	+	72826	72976	72826-72976::+	1773		EHV1_cage_B	1
1775	NC_001491.2	+	19866	20012	19866-20012::+	1774		EHV1_cage_B	1
1775	NC_001491.2	+	19866	20012	19866-20012::+	1774		EHV1_cage_C	1
1776	NC_001491.2	-	111017	111164	111017-111164::-	1775		EHV1_cage_C	1
1776	NC_001491.2	-	111017	111164	111017-111164::-	1775		EHV1_cage_B	1
1777	NC_001491.2	-	24958	25105	24958-25105::-	1776		EHV1_cage_A	1
1778	NC_001491.2	-	32027	32174	32027-32174::-	1777		EHV1_cage_C	1
1778	NC_001491.2	-	32027	32174	32027-32174::-	1777		EHV1_cage_A	1
1779	NC_001491.2	-	48140	48286	48140-48286::-	1778		EHV1_cage_A	5
1779	NC_001491.2	-	48140	48286	48140-48286::-	1778		EHV1_cage_B	8
1779	NC_001491.2	-	48140	48286	48140-48286::-	1778		EHV1_cage_C	6
1780	NC_001491.2	-	124535	124681	124535-124681::-	1779		EHV1_cage_C	1
1781	NC_001491.2	+	15083	15227	15083-15227::+	1780		EHV1_cage_A	2
1781	NC_001491.2	+	15083	15227	15083-15227::+	1780		EHV1_cage_C	3
1781	NC_001491.2	+	15083	15227	15083-15227::+	1780		EHV1_cage_B	1
1782	NC_001491.2	-	33037	33183	33037-33183::-	1781		EHV1_cage_A	1
1782	NC_001491.2	-	33037	33183	33037-33183::-	1781		EHV1_cage_B	1
1783	NC_001491.2	+	135678	135825	135678-135825::+	1782		EHV1_cage_A	1
1783	NC_001491.2	+	135678	135825	135678-135825::+	1782		EHV1_cage_C	1
1784	NC_001491.2	-	66118	66263	66118-66263::-	1783		EHV1_cage_C	2
